id,stop_id,on_street,cross_street,routes,boardings,alightings,month_beginning,daytype,location,lat,lon,num_routes,route,total_traffic
1,1,JACKSON,AUSTIN,126,183.4,150,10/01/2012,Weekday,"(41.87632184, -87.77410482)",41.87632184,-87.77410482,1,126,333.4
2,2,JACKSON,MAYFIELD (EXTENDED),126,5.3,0.2,10/01/2012,Weekday,"(41.87706679, -87.77131794)",41.87706679,-87.77131794,1,126,5.5
3,3,JACKSON,MENARD,126,8.3,0.7,10/01/2012,Weekday,"(41.87695725, -87.76975039)",41.87695725,-87.76975039,1,126,9
4,4,JACKSON,5700 WEST,126,17.9,3,10/01/2012,Weekday,"(41.87702418, -87.76745055)",41.87702418,-87.76745055,1,126,20.9
5,6,JACKSON,LOTUS,126,74,11.2,10/01/2012,Weekday,"(41.87651300, -87.76144600)",41.876513,-87.761446,1,126,85.2
6,7,JACKSON,5351 WEST,126,14.3,2.5,10/01/2012,Weekday,"(41.87655197, -87.75892544)",41.87655197,-87.75892544,1,126,16.8
7,8,JACKSON,LOCKWOOD,126,62.4,14.1,10/01/2012,Weekday,"(41.87656400, -87.75731300)",41.876564,-87.757313,1,126,76.5
8,9,JACKSON,LARAMIE,126,0.1,0,10/01/2012,Weekday,"(41.87659463, -87.75461526)",41.87659463,-87.75461526,1,126,0.1
9,12,JACKSON,LAVERGNE,126,0,0,10/01/2012,Weekday,"(41.87662062, -87.74912362)",41.87662062,-87.74912362,1,126,0
10,13,JACKSON,4849 WEST,126,0,0,10/01/2012,Weekday,"(41.87668892, -87.74701737)",41.87668892,-87.74701737,1,126,0
11,14,JACKSON,CICERO,126,530.5,145.2,10/01/2012,Weekday,"(41.87676314, -87.74483066)",41.87676314,-87.74483066,1,126,675.7
12,15,JACKSON,KILPATRICK,126,51.6,13.1,10/01/2012,Weekday,"(41.87682975, -87.74254901)",41.87682975,-87.74254901,1,126,64.7
13,16,JACKSON,KENTON,126,16.2,8.1,10/01/2012,Weekday,"(41.87683358, -87.74058525)",41.87683358,-87.74058525,1,126,24.3
14,17,JACKSON,KOLMAR,126,17.9,5.2,10/01/2012,Weekday,"(41.87685748, -87.73934698)",41.87685748,-87.73934698,1,126,23.1
15,18,JACKSON,KILBOURN,126,56.4,29.6,10/01/2012,Weekday,"(41.87688572, -87.73761421)",41.87688572,-87.73761421,1,126,86
16,19,JACKSON,KOSTNER,126,95.1,28.2,10/01/2012,Weekday,"(41.87691497, -87.73515882)",41.87691497,-87.73515882,1,126,123.3
17,20,JACKSON,KILDARE,126,56.3,31,10/01/2012,Weekday,"(41.87693300, -87.73265000)",41.876933,-87.73265,1,126,87.3
18,21,JACKSON,KEELER,126,49.4,21.5,10/01/2012,Weekday,"(41.87696300, -87.73020000)",41.876963,-87.7302,1,126,70.9
19,22,JACKSON,KARLOV,126,25.1,36.1,10/01/2012,Weekday,"(41.87700660, -87.72780787)",41.8770066,-87.72780787,1,126,61.2
20,23,JACKSON,PULASKI,126,239.9,122,10/01/2012,Weekday,"(41.87704003, -87.72532923)",41.87704003,-87.72532923,1,126,361.9
21,24,JACKSON,SPRINGFIELD,126,32.1,16.6,10/01/2012,Weekday,"(41.87706855, -87.72295441)",41.87706855,-87.72295441,1,126,48.7
22,25,JACKSON,HAMLIN,126,60.3,54.6,10/01/2012,Weekday,"(41.87708065, -87.72082664)",41.87708065,-87.72082664,1,126,114.9
23,26,JACKSON,CENTRAL PARK,126,40.1,41.3,10/01/2012,Weekday,"(41.87714182, -87.71547720)",41.87714182,-87.7154772,1,126,81.4
24,27,JACKSON,ST. LOUIS,126,13.1,17.4,10/01/2012,Weekday,"(41.87718100, -87.71324100)",41.877181,-87.713241,1,126,30.5
25,29,JACKSON,SPAULDING,126,9.8,35.3,10/01/2012,Weekday,"(41.87723116, -87.70827664)",41.87723116,-87.70827664,1,126,45.1
26,30,JACKSON,KEDZIE,126,161.5,148.7,10/01/2012,Weekday,"(41.87725804, -87.70577393)",41.87725804,-87.70577393,1,126,310.2
27,31,JACKSON,ALBANY,126,20.1,28,10/01/2012,Weekday,"(41.87728800, -87.70332300)",41.877288,-87.703323,1,126,48.1
28,32,JACKSON,SACRAMENTO,126,54.8,34.6,10/01/2012,Weekday,"(41.87731800, -87.70086700)",41.877318,-87.700867,1,126,89.4
29,33,JACKSON,FRANCISCO,126,56.7,80.9,10/01/2012,Weekday,"(41.87734800, -87.69841000)",41.877348,-87.69841,1,126,137.6
30,34,JACKSON,CALIFORNIA,126,105.4,81.8,10/01/2012,Weekday,"(41.87737082, -87.69595515)",41.87737082,-87.69595515,1,126,187.2
31,35,JACKSON,WASHTENAW,126,30.8,16.8,10/01/2012,Weekday,"(41.87739943, -87.69355299)",41.87739943,-87.69355299,1,126,47.6
32,36,JACKSON,2609 WEST alley,126,8.4,8.3,10/01/2012,Weekday,"(41.87742360, -87.69165753)",41.8774236,-87.69165753,1,126,16.7
33,38,JACKSON,WESTERN,126,81.3,97.1,10/01/2012,Weekday,"(41.87747800, -87.68609300)",41.877478,-87.686093,1,126,178.4
34,39,JACKSON,OAKLEY,126,26.6,148.6,10/01/2012,Weekday,"(41.87749600, -87.68365200)",41.877496,-87.683652,1,126,175.2
35,40,JACKSON,LEAVITT,126,36.1,20.4,10/01/2012,Weekday,"(41.87754396, -87.68127094)",41.87754396,-87.68127094,1,126,56.5
36,41,JACKSON,HOYNE,126,32,85.3,10/01/2012,Weekday,"(41.87739502, -87.67873587)",41.87739502,-87.67873587,1,126,117.3
37,42,JACKSON,DAMEN,126,60.7,92.9,10/01/2012,Weekday,"(41.87742100, -87.67667235)",41.877421,-87.67667235,1,126,153.6
38,48,HARRISON,WOOD,126,1,1.5,10/01/2012,Weekday,"(41.87405900, -87.67133400)",41.874059,-87.671334,1,126,2.5
39,52,JACKSON,1900 W.(MALCOLM X COLL.),126,82.8,229,10/01/2012,Weekday,"(41.87743988, -87.67402389)",41.87743988,-87.67402389,1,126,311.8
40,53,JACKSON,OGDEN,126,23.6,26.8,10/01/2012,Weekday,"(41.87748733, -87.67103731)",41.87748733,-87.67103731,1,126,50.4
41,54,JACKSON,PAULINA,126,34.7,35,10/01/2012,Weekday,"(41.87752440, -87.66899047)",41.8775244,-87.66899047,1,126,69.7
42,55,JACKSON,ASHLAND,126,61.9,88.8,10/01/2012,Weekday,"(41.87755467, -87.66689065)",41.87755467,-87.66689065,1,126,150.7
43,56,JACKSON,LAFLIN,126,66.6,27.1,10/01/2012,Weekday,"(41.87759000, -87.66406800)",41.87759,-87.664068,1,126,93.7
44,57,JACKSON,LOOMIS,126,9.9,15.6,10/01/2012,Weekday,"(41.87763400, -87.66165200)",41.877634,-87.661652,1,126,25.5
45,59,JACKSON,RACINE,126,96,41.9,10/01/2012,Weekday,"(41.87772931, -87.65677916)",41.87772931,-87.65677916,1,126,137.9
46,60,JACKSON,ABERDEEN,126,24.9,6.5,10/01/2012,Weekday,"(41.87775100, -87.65433800)",41.877751,-87.654338,1,126,31.4
47,61,JACKSON,MORGAN,126,36.9,15.3,10/01/2012,Weekday,"(41.87780698, -87.65169869)",41.87780698,-87.65169869,1,126,52.2
48,63,JACKSON,PEORIA,126,69.7,83,10/01/2012,Weekday,"(41.87784819, -87.64946073)",41.87784819,-87.64946073,1,126,152.7
49,64,JACKSON,HALSTED,126,42,45.8,10/01/2012,Weekday,"(41.87788980, -87.64696658)",41.8778898,-87.64696658,1,126,87.8
50,65,JACKSON,DESPLAINES,126,66.7,103.6,10/01/2012,Weekday,"(41.87792686, -87.64375065)",41.87792686,-87.64375065,1,126,170.3
51,87,VAN BUREN,DESPLAINES,126,15.3,14.7,10/01/2012,Weekday,"(41.87676000, -87.64378200)",41.87676,-87.643782,1,126,30
52,88,VAN BUREN,HALSTED,126,51.2,54,10/01/2012,Weekday,"(41.87672600, -87.64704800)",41.876726,-87.647048,1,126,105.2
53,89,VAN BUREN,PEORIA,126,17.5,51.2,10/01/2012,Weekday,"(41.87668200, -87.64940100)",41.876682,-87.649401,1,126,68.7
54,92,VAN BUREN,ABERDEEN,126,15.9,28.8,10/01/2012,Weekday,"(41.87661688, -87.65440720)",41.87661688,-87.6544072,1,126,44.7
55,93,VAN BUREN,RACINE,126,25.8,40.9,10/01/2012,Weekday,"(41.87657583, -87.65680352)",41.87657583,-87.65680352,1,126,66.7
56,94,VAN BUREN,THROOP,126,14.9,45.7,10/01/2012,Weekday,"(41.87652937, -87.65932106)",41.87652937,-87.65932106,1,126,60.6
57,96,VAN BUREN,LAFLIN,126,13.1,33.2,10/01/2012,Weekday,"(41.87644665, -87.66410017)",41.87644665,-87.66410017,1,126,46.3
58,97,VAN BUREN,ASHLAND,126,94.2,59.6,10/01/2012,Weekday,"(41.87640948, -87.66647087)",41.87640948,-87.66647087,1,126,153.8
59,99,VAN BUREN,OGDEN,126,28.4,26.8,10/01/2012,Weekday,"(41.87632903, -87.67187647)",41.87632903,-87.67187647,1,126,55.2
60,100,VAN BUREN,1900 W.(MALCOLM X COLL.),126,153.8,108.4,10/01/2012,Weekday,"(41.87624200, -87.67405700)",41.876242,-87.674057,1,126,262.2
61,101,VAN BUREN,DAMEN,126,24,16,10/01/2012,Weekday,"(41.87624000, -87.67607200)",41.87624,-87.676072,1,126,40
62,111,DAMEN,JACKSON,50,163.9,187.7,10/01/2012,Weekday,"(41.87740942, -87.67635136)",41.87740942,-87.67635136,1,50,351.6
63,118,JACKSON,ROCKWELL,126,8.6,9.3,10/01/2012,Weekday,"(41.87755894, -87.69097077)",41.87755894,-87.69097077,1,126,17.9
64,119,JACKSON,WASHTENAW,126,24,41.4,10/01/2012,Weekday,"(41.87752503, -87.69403232)",41.87752503,-87.69403232,1,126,65.4
65,120,JACKSON,CALIFORNIA,126,95.3,98.5,10/01/2012,Weekday,"(41.87749585, -87.69648347)",41.87749585,-87.69648347,1,126,193.8
66,121,JACKSON,FRANCISCO,126,64.2,57.5,10/01/2012,Weekday,"(41.87747326, -87.69877880)",41.87747326,-87.6987788,1,126,121.7
67,122,JACKSON,SACRAMENTO,126,44.1,60.3,10/01/2012,Weekday,"(41.87744329, -87.70133446)",41.87744329,-87.70133446,1,126,104.4
68,123,JACKSON,ALBANY,126,17.5,31.1,10/01/2012,Weekday,"(41.87740982, -87.70378269)",41.87740982,-87.70378269,1,126,48.6
69,124,JACKSON,KEDZIE,126,190.4,129.8,10/01/2012,Weekday,"(41.87739519, -87.70627812)",41.87739519,-87.70627812,1,126,320.2
70,125,JACKSON,SPAULDING,126,5.3,15.8,10/01/2012,Weekday,"(41.87737010, -87.70855292)",41.8773701,-87.70855292,1,126,21.1
71,126,JACKSON,HOMAN,126,87.1,104.5,10/01/2012,Weekday,"(41.87735315, -87.71111733)",41.87735315,-87.71111733,1,126,191.6
72,127,JACKSON,ST. LOUIS,126,11.5,23.6,10/01/2012,Weekday,"(41.87730566, -87.71365567)",41.87730566,-87.71365567,1,126,35.1
73,128,CENTRAL PARK,JACKSON,126,35.7,26.9,10/01/2012,Weekday,"(41.87701673, -87.71586950)",41.87701673,-87.7158695,1,126,62.6
74,129,JACKSON,HAMLIN,126,27.5,51.2,10/01/2012,Weekday,"(41.87721050, -87.72104802)",41.8772105,-87.72104802,1,126,78.7
75,130,JACKSON,SPRINGFIELD,126,12.1,51.4,10/01/2012,Weekday,"(41.87716840, -87.72332492)",41.8771684,-87.72332492,1,126,63.5
76,131,JACKSON,PULASKI,126,133.5,165.1,10/01/2012,Weekday,"(41.87713666, -87.72579473)",41.87713666,-87.72579473,1,126,298.6
77,132,JACKSON,KARLOV,126,18.8,37.9,10/01/2012,Weekday,"(41.87710765, -87.72819551)",41.87710765,-87.72819551,1,126,56.7
78,133,JACKSON,KEELER,126,16,35,10/01/2012,Weekday,"(41.87707727, -87.73064873)",41.87707727,-87.73064873,1,126,51
79,134,JACKSON,KILDARE,126,25.8,65.8,10/01/2012,Weekday,"(41.87709450, -87.73310614)",41.8770945,-87.73310614,1,126,91.6
80,135,JACKSON,KOSTNER,126,27,76.4,10/01/2012,Weekday,"(41.87701751, -87.73555571)",41.87701751,-87.73555571,1,126,103.4
81,136,JACKSON,KILBOURN,126,18.5,57.2,10/01/2012,Weekday,"(41.87698719, -87.73799100)",41.87698719,-87.737991,1,126,75.7
82,137,JACKSON,KOLMAR,126,4.6,14.2,10/01/2012,Weekday,"(41.87696338, -87.73943465)",41.87696338,-87.73943465,1,126,18.8
83,138,JACKSON,KENTON,126,5,15.2,10/01/2012,Weekday,"(41.87696546, -87.74069588)",41.87696546,-87.74069588,1,126,20.2
84,139,JACKSON,KILPATRICK,126,38.9,242.1,10/01/2012,Weekday,"(41.87692666, -87.74280741)",41.87692666,-87.74280741,1,126,281
85,140,JACKSON,CICERO,126,0.2,1.7,10/01/2012,Weekday,"(41.87685893, -87.74541898)",41.87685893,-87.74541898,1,126,1.9
86,141,JACKSON,4900 WEST,126,0,0,10/01/2012,Weekday,"(41.87682102, -87.74713903)",41.87682102,-87.74713903,1,126,0
87,142,JACKSON,LAVERGNE,126,0,0,10/01/2012,Weekday,"(41.87680393, -87.74934028)",41.87680393,-87.74934028,1,126,0
88,143,JACKSON,5056 WEST,126,0,0,10/01/2012,Weekday,"(41.87675729, -87.75161217)",41.87675729,-87.75161217,1,126,0
89,144,JACKSON,LEAMINGTON,126,0,0,10/01/2012,Weekday,"(41.87672858, -87.75353528)",41.87672858,-87.75353528,1,126,0
90,145,JACKSON,LARAMIE,126,59.1,172.9,10/01/2012,Weekday,"(41.87673038, -87.75523999)",41.87673038,-87.75523999,1,126,232
91,146,JACKSON,LOCKWOOD,126,14.3,92,10/01/2012,Weekday,"(41.87667680, -87.75782934)",41.8766768,-87.75782934,1,126,106.3
92,147,JACKSON,5400 WEST,126,4.8,31.7,10/01/2012,Weekday,"(41.87664899, -87.75967824)",41.87664899,-87.75967824,1,126,36.5
93,148,JACKSON,LOTUS,126,13.4,90.9,10/01/2012,Weekday,"(41.87661212, -87.76154549)",41.87661212,-87.76154549,1,126,104.3
94,149,JACKSON,CENTRAL,126,15.9,191.3,10/01/2012,Weekday,"(41.87660365, -87.76459825)",41.87660365,-87.76459825,1,126,207.2
95,150,JACKSON,5700 WEST,126,1.5,17.7,10/01/2012,Weekday,"(41.87716981, -87.76801292)",41.87716981,-87.76801292,1,126,19.2
96,151,JACKSON,MENARD,126,0.1,6.8,10/01/2012,Weekday,"(41.87710990, -87.76974453)",41.8771099,-87.76974453,1,126,6.9
97,152,JACKSON,MAYFIELD,126,0.2,5.2,10/01/2012,Weekday,"(41.87723809, -87.77130270)",41.87723809,-87.7713027,1,126,5.4
98,153,HARRISON,CENTRAL,7,174.2,0.8,10/01/2012,Weekday,"(41.87268300, -87.76479999)",41.872683,-87.76479999,1,7,175
99,154,HARRISON,LOTUS,7,43.4,1.9,10/01/2012,Weekday,"(41.87280300, -87.76165400)",41.872803,-87.761654,1,7,45.3
100,155,HARRISON,5400 WEST,7,10.4,1.3,10/01/2012,Weekday,"(41.87290000, -87.75936700)",41.8729,-87.759367,1,7,11.7
101,156,HARRISON,LOCKWOOD,7,35.6,10.8,10/01/2012,Weekday,"(41.87285500, -87.75752000)",41.872855,-87.75752,1,7,46.4
102,157,HARRISON,LARAMIE,7,96.9,19.1,10/01/2012,Weekday,"(41.87288253, -87.75449102)",41.87288253,-87.75449102,1,7,116
103,158,HARRISON,LEAMINGTON,7,67.2,14.6,10/01/2012,Weekday,"(41.87289309, -87.75318511)",41.87289309,-87.75318511,1,7,81.8
104,159,HARRISON,LAVERGNE,7,29.7,13.1,10/01/2012,Weekday,"(41.87300185, -87.74920832)",41.87300185,-87.74920832,1,7,42.8
105,160,HARRISON,CICERO,7,136.5,64.2,10/01/2012,Weekday,"(41.87306462, -87.74514556)",41.87306462,-87.74514556,1,7,200.7
106,161,HARRISON,KILPATRICK,7,13.6,4.5,10/01/2012,Weekday,"(41.87309900, -87.74266100)",41.873099,-87.742661,1,7,18.1
107,162,HARRISON,4630 WEST,7,3.5,1.6,10/01/2012,Weekday,"(41.87319800, -87.74089300)",41.873198,-87.740893,1,7,5.1
108,163,HARRISON,KOLMAR (east leg),7,5.5,5.5,10/01/2012,Weekday,"(41.87320500, -87.73948800)",41.873205,-87.739488,1,7,11
109,164,HARRISON,KILBOURN (west leg),7,8.8,9.3,10/01/2012,Weekday,"(41.87321343, -87.73794849)",41.87321343,-87.73794849,1,7,18.1
110,165,HARRISON,KOSTNER,7,27.6,15.1,10/01/2012,Weekday,"(41.87376435, -87.73549587)",41.87376435,-87.73549587,1,7,42.7
111,166,KOSTNER,LEXINGTON,7,33.7,19,10/01/2012,Weekday,"(41.87162900, -87.73522300)",41.871629,-87.735223,1,7,52.7
112,167,FIFTH AVENUE,KOSTNER,7,12.2,5.8,10/01/2012,Weekday,"(41.87026275, -87.73495185)",41.87026275,-87.73495185,1,7,18
113,168,FIFTH AVENUE,KILDARE,7,20.4,8.6,10/01/2012,Weekday,"(41.87089987, -87.73270091)",41.87089987,-87.73270091,1,7,29
114,169,FIFTH AVENUE,KEELER,7,15.3,11.9,10/01/2012,Weekday,"(41.87160000, -87.73010200)",41.8716,-87.730102,1,7,27.2
115,170,FIFTH AVENUE,KARLOV,7,11,12.9,10/01/2012,Weekday,"(41.87229700, -87.72760300)",41.872297,-87.727603,1,7,23.9
116,171,FIFTH AVENUE,PULASKI,7,102.4,97,10/01/2012,Weekday,"(41.87289549, -87.72557064)",41.87289549,-87.72557064,1,7,199.4
117,172,HARRISON,SPRINGFIELD,7,12.5,8.1,10/01/2012,Weekday,"(41.87341900, -87.72308700)",41.873419,-87.723087,1,7,20.6
118,174,HARRISON,INDEPENDENCE,7,50.6,32.8,10/01/2012,Weekday,"(41.87345700, -87.71956500)",41.873457,-87.719565,1,7,83.4
119,175,HARRISON,LAWNDALE,7,11.2,19.2,10/01/2012,Weekday,"(41.87346900, -87.71821600)",41.873469,-87.718216,1,7,30.4
120,177,HARRISON,ST. LOUIS,7,7.5,9.5,10/01/2012,Weekday,"(41.87354100, -87.71332700)",41.873541,-87.713327,1,7,17
121,178,HARRISON,HOMAN,7,78.6,89.9,10/01/2012,Weekday,"(41.87356600, -87.71088000)",41.873566,-87.71088,1,7,168.5
122,179,HARRISON,SPAULDING,7,2.8,5.1,10/01/2012,Weekday,"(41.87360200, -87.70846100)",41.873602,-87.708461,1,7,7.9
123,181,HARRISON,ALBANY,7,16.6,14.5,10/01/2012,Weekday,"(41.87365176, -87.70351379)",41.87365176,-87.70351379,1,7,31.1
124,182,HARRISON,SACRAMENTO,7,64.2,84.5,10/01/2012,Weekday,"(41.87368976, -87.70104879)",41.87368976,-87.70104879,1,7,148.7
125,183,HARRISON,FRANCISCO,7,18.7,30.6,10/01/2012,Weekday,"(41.87371600, -87.69866100)",41.873716,-87.698661,1,7,49.3
126,185,HARRISON,WASHTENAW,7,43.4,10.3,10/01/2012,Weekday,"(41.87375500, -87.69377900)",41.873755,-87.693779,1,7,53.7
127,186,HARRISON,MAPLEWOOD (east leg),7,8.1,5.9,10/01/2012,Weekday,"(41.87378500, -87.69070500)",41.873785,-87.690705,1,7,14
128,187,HARRISON,CAMPBELL,7,9.7,11.2,10/01/2012,Weekday,"(41.87380400, -87.68879700)",41.873804,-87.688797,1,7,20.9
129,188,HARRISON,WESTERN,7,83,80.5,10/01/2012,Weekday,"(41.87382334, -87.68640800)",41.87382334,-87.686408,1,7,163.5
130,189,HARRISON,OAKLEY,7,38.8,13.6,10/01/2012,Weekday,"(41.87388200, -87.68391300)",41.873882,-87.683913,1,7,52.4
131,190,HARRISON,LEAVITT,7,19.2,5.8,10/01/2012,Weekday,"(41.87391100, -87.68144900)",41.873911,-87.681449,1,7,25
132,191,HARRISON,HOYNE,7,11.1,6.8,10/01/2012,Weekday,"(41.87395000, -87.67899000)",41.87395,-87.67899,1,7,17.9
133,192,HARRISON,DAMEN,7,42.3,69.2,10/01/2012,Weekday,"(41.87397341, -87.67659224)",41.87397341,-87.67659224,1,7,111.5
134,193,HARRISON,ASHLAND,7,104.4,121.3,10/01/2012,Weekday,"(41.87410558, -87.66679370)",41.87410558,-87.6667937,1,7,225.7
135,194,HARRISON,LAFLIN,7,32.9,3.5,10/01/2012,Weekday,"(41.87412200, -87.66425200)",41.874122,-87.664252,1,7,36.4
136,195,HARRISON,LOOMIS,7,64.6,11.4,10/01/2012,Weekday,"(41.87413800, -87.66192600)",41.874138,-87.661926,1,7,76
137,196,HARRISON,1335  WEST,7,12.4,4.7,10/01/2012,Weekday,"(41.87414200, -87.66017600)",41.874142,-87.660176,1,7,17.1
138,197,HARRISON,1231 WEST,7,3.3,3.9,10/01/2012,Weekday,"(41.87412800, -87.65841200)",41.874128,-87.658412,1,7,7.2
139,202,HALSTED,HARRISON,8,226.3,642.4,10/01/2012,Weekday,"(41.87474629, -87.64703990)",41.87474629,-87.6470399,1,8,868.7
140,203,HALSTED,VAN BUREN,8,109.4,76.4,10/01/2012,Weekday,"(41.87654900, -87.64711700)",41.876549,-87.647117,1,8,185.8
141,204,HALSTED,JACKSON,8,234.8,225.9,10/01/2012,Weekday,"(41.87783200, -87.64716500)",41.877832,-87.647165,1,8,460.7
142,205,HALSTED,BLUE LINE (FOREST PARK),8,625.2,210.9,10/01/2012,Weekday,"(41.87550000, -87.64725400)",41.8755,-87.647254,1,8,836.1
143,211,HARRISON,1232 WEST,7,2.3,4.9,10/01/2012,Weekday,"(41.87432000, -87.65843600)",41.87432,-87.658436,1,7,7.2
144,212,HARRISON,1336 WE ST,7,3.2,7.7,10/01/2012,Weekday,"(41.87433500, -87.66019900)",41.874335,-87.660199,1,7,10.9
145,213,HARRISON,LOOMIS,7,15.6,59.4,10/01/2012,Weekday,"(41.87427100, -87.66160800)",41.874271,-87.661608,1,7,75
146,214,HARRISON,LAFLIN,7,4.2,31.1,10/01/2012,Weekday,"(41.87425100, -87.66414000)",41.874251,-87.66414,1,7,35.3
147,215,HARRISON,ASHLAND,7,105.4,112,10/01/2012,Weekday,"(41.87427625, -87.66636841)",41.87427625,-87.66636841,1,7,217.4
148,216,HARRISON,HOYNE,7,8.6,11.8,10/01/2012,Weekday,"(41.87403700, -87.67872900)",41.874037,-87.678729,1,7,20.4
149,217,HARRISON,LEAVITT,7,8.1,21.7,10/01/2012,Weekday,"(41.87400900, -87.68120500)",41.874009,-87.681205,1,7,29.8
150,218,HARRISON,OAKLEY,7,13.9,46.6,10/01/2012,Weekday,"(41.87398752, -87.68358895)",41.87398752,-87.68358895,1,7,60.5
151,219,HARRISON,WESTERN,7,85.9,109.1,10/01/2012,Weekday,"(41.87396137, -87.68600523)",41.87396137,-87.68600523,1,7,195
152,220,HARRISON,CAMPBELL,7,10.7,14.4,10/01/2012,Weekday,"(41.87392200, -87.68854300)",41.873922,-87.688543,1,7,25.1
153,221,HARRISON,MAPLEWOOD (west leg),7,4.7,9.8,10/01/2012,Weekday,"(41.87391300, -87.69049300)",41.873913,-87.690493,1,7,14.5
154,222,HARRISON,WASHTENAW,7,10.4,75.5,10/01/2012,Weekday,"(41.87385000, -87.69357900)",41.87385,-87.693579,1,7,85.9
155,223,HARRISON,CALIFORNIA,7,56.5,71.1,10/01/2012,Weekday,"(41.87385973, -87.69597837)",41.87385973,-87.69597837,1,7,127.6
156,224,HARRISON,FRANCISCO,7,7.9,18.8,10/01/2012,Weekday,"(41.87380900, -87.69840500)",41.873809,-87.698405,1,7,26.7
157,225,HARRISON,SACRAMENTO,7,107.8,84.6,10/01/2012,Weekday,"(41.87385863, -87.70085097)",41.87385863,-87.70085097,1,7,192.4
158,226,HARRISON,ALBANY,7,15.7,18.7,10/01/2012,Weekday,"(41.87382263, -87.70329197)",41.87382263,-87.70329197,1,7,34.4
159,227,HARRISON,KEDZIE,7,49.5,89.1,10/01/2012,Weekday,"(41.87375240, -87.70571896)",41.8737524,-87.70571896,1,7,138.6
160,228,CONGRESS,KEDZIE,7,48.7,32.6,10/01/2012,Weekday,"(41.87496738, -87.70608349)",41.87496738,-87.70608349,1,7,81.3
161,229,CONGRESS,SPAULDING,7,1.9,1.9,10/01/2012,Weekday,"(41.87460174, -87.70823931)",41.87460174,-87.70823931,1,7,3.8
162,230,CONGRESS,HOMAN,7,85.2,85.3,10/01/2012,Weekday,"(41.87459474, -87.71053731)",41.87459474,-87.71053731,1,7,170.5
163,231,CONGRESS,ST. LOUIS,7,8.6,7.9,10/01/2012,Weekday,"(41.87437666, -87.71239028)",41.87437666,-87.71239028,1,7,16.5
164,235,CONGRESS,SPRINGFIELD,7,7.9,17.8,10/01/2012,Weekday,"(41.87449600, -87.72258800)",41.874496,-87.722588,1,7,25.7
165,237,CONGRESS,KARLOV,7,3.6,9.3,10/01/2012,Weekday,"(41.87439868, -87.72774701)",41.87439868,-87.72774701,1,7,12.9
166,239,CONGRESS,KILDARE,7,7.6,37.6,10/01/2012,Weekday,"(41.87434644, -87.73270301)",41.87434644,-87.73270301,1,7,45.2
167,240,HARRISON,KOSTNER,7,15.5,83.5,10/01/2012,Weekday,"(41.87377475, -87.73569932)",41.87377475,-87.73569932,1,7,99
168,241,HARRISON,KILBOURN (east leg),7,4.7,9.8,10/01/2012,Weekday,"(41.87334431, -87.73746946)",41.87334431,-87.73746946,1,7,14.5
169,242,HARRISON,KOLMAR (west leg),7,3.8,8.2,10/01/2012,Weekday,"(41.87330223, -87.73913875)",41.87330223,-87.73913875,1,7,12
170,243,HARRISON,4630 WEST,7,1.3,4.1,10/01/2012,Weekday,"(41.87324864, -87.74082431)",41.87324864,-87.74082431,1,7,5.4
171,244,HARRISON,KILPATRICK,7,3.8,38.6,10/01/2012,Weekday,"(41.87319817, -87.74241640)",41.87319817,-87.7424164,1,7,42.4
172,249,HARRISON,LOCKWOOD,7,5.4,40.9,10/01/2012,Weekday,"(41.87295351, -87.75730323)",41.87295351,-87.75730323,1,7,46.3
173,250,HARRISON,5400 WEST,7,2,11.3,10/01/2012,Weekday,"(41.87295262, -87.75948024)",41.87295262,-87.75948024,1,7,13.3
174,252,HARRISON,CENTRAL,7,3.2,193.6,10/01/2012,Weekday,"(41.87292396, -87.76447722)",41.87292396,-87.76447722,1,7,196.8
175,257,ROOSEVELT,5500 WEST,12,6.1,1.6,10/01/2012,Weekday,"(41.86555077, -87.76277284)",41.86555077,-87.76277284,1,12,7.7
176,258,ROOSEVELT,54TH AVENUE,12,7.1,3.2,10/01/2012,Weekday,"(41.86559297, -87.75945922)",41.86559297,-87.75945922,1,12,10.3
177,259,ROOSEVELT,5300 W. (Kropp Forge Co.),12,25.9,3.9,10/01/2012,Weekday,"(41.86564938, -87.75705277)",41.86564938,-87.75705277,1,12,29.8
178,260,ROOSEVELT,LARAMIE,12,22,3.6,10/01/2012,Weekday,"(41.86564859, -87.75467392)",41.86564859,-87.75467392,1,12,25.6
179,261,ROOSEVELT,51ST AVENUE,12,17.1,5,10/01/2012,Weekday,"(41.86573504, -87.75213825)",41.86573504,-87.75213825,1,12,22.1
180,262,ROOSEVELT,50TH AVENUE,12,29.5,7.1,10/01/2012,Weekday,"(41.86574977, -87.74975926)",41.86574977,-87.74975926,1,12,36.6
181,263,ROOSEVELT,49TH AVENUE,12,13.8,21.6,10/01/2012,Weekday,"(41.86578791, -87.74732747)",41.86578791,-87.74732747,1,12,35.4
182,265,ROOSEVELT,47TH AVENUE,12,8.7,1.5,10/01/2012,Weekday,"(41.86585838, -87.74241065)",41.86585838,-87.74241065,1,12,10.2
183,268,ROOSEVELT,KILBOURN,12,9.4,13.3,10/01/2012,Weekday,"(41.86592730, -87.73749989)",41.8659273,-87.73749989,1,12,22.7
184,270,ROOSEVELT,KILDARE,12,84.4,38.1,10/01/2012,Weekday,"(41.86599795, -87.73259722)",41.86599795,-87.73259722,1,12,122.5
